"id","user_id","club_id","role_id","status","permissions","sector_ids","created_at","updated_at","club_name"
bb8fd4d9-3d07-4d55-890f-c4948976340c,"821893b6-01a8-4e91-88f7-d869d8f3f8f4","77b087d7-2f35-4a0b-ad35-632f7420d5cc",b172a200-0bff-466b-8832-6034d1e24ce4,active,"{activities.archive,activities.create,activities.edit,activities.view,administration.configure,administration.view,club:manage,crm:read,crm:write,dashboard:read,enrollments.cancel,enrollments.create,enrollments.edit,enrollments.view,finance:read,finance:write,imports:run,movements.cancel,movements.create,movements.edit,movements.view,people:read,requests.approve,requests.reject,requests.view,sectors.archive,sectors.create,sectors.edit,sectors.view,sectors:any,tasks.assign,tasks.create,tasks.edit,tasks.view,users:manage,workers.manage,workers.view,onboarding.read,onboarding.write}",{},2026-07-25 15:35:43.641 -0300,2026-08-12 17:36:36.343 -0300,miClub
