"table_schema","table_name","classification","columns","foreign_keys","row_count","strategy"
miclub,enrollment_fee_audit,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""import_batch_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""enrollment_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""source_sheet"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""source_row_number"", ""type"": ""integer"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""raw_fee_text"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""parsed_fee_amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""normalized_fee_amount"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""normalization_factor"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""normalization_reason"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""commission_rate"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""receivable_fee"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}]","[{""constraint"": ""enrollment_fee_audit_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""enrollment_fee_audit_enrollment_id_fkey"", ""definition"": ""FOREIGN KEY (enrollment_id) REFERENCES enrollments(id) ON DELETE CASCADE"", ""references"": ""enrollments""}, {""constraint"": ""enrollment_fee_audit_import_batch_id_fkey"", ""definition"": ""FOREIGN KEY (import_batch_id) REFERENCES import_batches(id) ON DELETE SET NULL"", ""references"": ""import_batches""}]",23166,"DELETE por club_id, hijos FK primero"
miclub,enrollments,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""external_id"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""person_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""activity_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""start_date"", ""type"": ""date"", ""default"": ""CURRENT_DATE"", ""nullable"": ""NO""}, {""name"": ""end_date"", ""type"": ""date"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""fee_amount"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""status"", ""type"": ""USER-DEFINED"", ""default"": ""'nuevo_inscripto'::enrollment_status"", ""nullable"": ""NO""}, {""name"": ""last_payment_at"", ""type"": ""timestamp with time zone"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""due_date"", ""type"": ""date"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""source"", ""type"": ""text"", ""default"": ""'app'::text"", ""nullable"": ""NO""}, {""name"": ""notes"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""updated_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""inactive"", ""type"": ""boolean"", ""default"": ""false"", ""nullable"": ""NO""}, {""name"": ""inactive_reason"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""inactive_at"", ""type"": ""timestamp with time zone"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""superseded_at"", ""type"": ""timestamp with time zone"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""superseded_reason"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""raw_fee_amount_text"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""raw_fee_amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""normalized_fee_amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""fee_normalization_reason"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""fee_normalized_at"", ""type"": ""timestamp with time zone"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""enrollment_date"", ""type"": ""date"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""missing_from_import_batch_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""sequence_number"", ""type"": ""bigint"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""modality"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""status_override"", ""type"": ""boolean"", ""default"": ""false"", ""nullable"": ""NO""}]","[{""constraint"": ""enrollments_activity_id_fkey"", ""definition"": ""FOREIGN KEY (activity_id) REFERENCES activities(id)"", ""references"": ""activities""}, {""constraint"": ""enrollments_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""enrollments_missing_from_import_batch_id_fkey"", ""definition"": ""FOREIGN KEY (missing_from_import_batch_id) REFERENCES import_batches(id) ON DELETE SET NULL"", ""references"": ""import_batches""}, {""constraint"": ""enrollments_person_id_fkey"", ""definition"": ""FOREIGN KEY (person_id) REFERENCES people(id)"", ""references"": ""people""}]",287,"DELETE por club_id, hijos FK primero"
miclub,features,GLOBAL_STRUCTURAL,"[{""name"": ""code"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""name"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""description"", ""type"": ""text"", ""default"": ""''::text"", ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}]","[]",1,CONSERVAR y comparar huella
miclub,financial_accounts,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""code"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""name"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""currency_code"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""status"", ""type"": ""text"", ""default"": ""'ACTIVE'::text"", ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""updated_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}]","[{""constraint"": ""financial_accounts_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""financial_accounts_currency_code_fkey"", ""definition"": ""FOREIGN KEY (currency_code) REFERENCES currencies(code)"", ""references"": ""currencies""}]",3,"DELETE por club_id, hijos FK primero"
miclub,import_amount_normalization_rules,GLOBAL_STRUCTURAL,"[{""name"": ""context"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""min_valid_amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""max_valid_amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""scale_factor"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""enabled"", ""type"": ""boolean"", ""default"": ""true"", ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""updated_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}]","[]",1,CONSERVAR y comparar huella
miclub,import_batches,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""source"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""source_file"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""status"", ""type"": ""text"", ""default"": ""'pending'::text"", ""nullable"": ""NO""}, {""name"": ""started_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""finished_at"", ""type"": ""timestamp with time zone"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""notes"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""file_sha256"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""template_version"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""uploaded_by"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""dry_run_of_batch_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""row_count"", ""type"": ""integer"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""error_count"", ""type"": ""integer"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""warning_count"", ""type"": ""integer"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""projected_writes"", ""type"": ""integer"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""persisted_writes"", ""type"": ""integer"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""idempotency_key"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""reference_config_hash"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""metadata"", ""type"": ""jsonb"", ""default"": ""'{}'::jsonb"", ""nullable"": ""NO""}, {""name"": ""batch_identity"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""operation_type"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}]","[{""constraint"": ""import_batches_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""import_batches_dry_run_of_batch_id_fkey"", ""definition"": ""FOREIGN KEY (dry_run_of_batch_id) REFERENCES import_batches(id)"", ""references"": ""import_batches""}, {""constraint"": ""import_batches_uploaded_by_fkey"", ""definition"": ""FOREIGN KEY (uploaded_by) REFERENCES users(id) ON DELETE SET NULL"", ""references"": ""users""}]",298,"DELETE por club_id, hijos FK primero"
miclub,import_errors,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""batch_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""source_table"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""source_row"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""error_message"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""raw_payload"", ""type"": ""jsonb"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""error_code"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""sheet"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""entity_type"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""field"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""value_normalized"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}]","[{""constraint"": ""import_errors_batch_club_fkey"", ""definition"": ""FOREIGN KEY (batch_id, club_id) REFERENCES import_batches(id, club_id) ON DELETE CASCADE"", ""references"": ""import_batches""}, {""constraint"": ""import_errors_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}]",11662,"DELETE por club_id, hijos FK primero"
miclub,instructors,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""person_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""display_name"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""status"", ""type"": ""USER-DEFINED"", ""default"": ""'activa'::entity_status"", ""nullable"": ""NO""}, {""name"": ""notes"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""updated_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}]","[{""constraint"": ""instructors_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""instructors_person_id_fkey"", ""definition"": ""FOREIGN KEY (person_id) REFERENCES people(id) ON DELETE CASCADE"", ""references"": ""people""}]",30,"DELETE por club_id, hijos FK primero"
miclub,movement_categories,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""name"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""is_active"", ""type"": ""boolean"", ""default"": ""true"", ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""catalog_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}]","[{""constraint"": ""movement_categories_catalog_id_fkey"", ""definition"": ""FOREIGN KEY (catalog_id) REFERENCES category_catalog(id)"", ""references"": ""category_catalog""}, {""constraint"": ""movement_categories_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}]",40,"DELETE por club_id, hijos FK primero"
miclub,movements,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""external_id"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""movement_date"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""movement_type"", ""type"": ""USER-DEFINED"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""category_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""sector_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""concept"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""counterparty_person_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""counterparty_text"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""taxes"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""currency_code"", ""type"": ""text"", ""default"": ""'ARS'::text"", ""nullable"": ""NO""}, {""name"": ""payment_method_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""financial_status"", ""type"": ""USER-DEFINED"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""operational_status"", ""type"": ""USER-DEFINED"", ""default"": ""'COMPLETADO'::movement_status"", ""nullable"": ""NO""}, {""name"": ""source"", ""type"": ""text"", ""default"": ""'app'::text"", ""nullable"": ""NO""}, {""name"": ""source_payload"", ""type"": ""jsonb"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_by"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""updated_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""person_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""activity_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""reconciled_at"", ""type"": ""timestamp with time zone"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""voided_at"", ""type"": ""timestamp with time zone"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""voided_by"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""void_reason"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""idempotency_key"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""account_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""sequence_number"", ""type"": ""bigint"", ""default"": null, ""nullable"": ""NO""}]","[{""constraint"": ""movements_account_id_fkey"", ""definition"": ""FOREIGN KEY (account_id) REFERENCES financial_accounts(id)"", ""references"": ""financial_accounts""}, {""constraint"": ""movements_activity_id_fkey"", ""definition"": ""FOREIGN KEY (activity_id) REFERENCES activities(id)"", ""references"": ""activities""}, {""constraint"": ""movements_category_id_fkey"", ""definition"": ""FOREIGN KEY (category_id) REFERENCES movement_categories(id)"", ""references"": ""movement_categories""}, {""constraint"": ""movements_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""movements_counterparty_person_id_fkey"", ""definition"": ""FOREIGN KEY (counterparty_person_id) REFERENCES people(id)"", ""references"": ""people""}, {""constraint"": ""movements_created_by_fkey"", ""definition"": ""FOREIGN KEY (created_by) REFERENCES users(id)"", ""references"": ""users""}, {""constraint"": ""movements_currency_code_fkey"", ""definition"": ""FOREIGN KEY (currency_code) REFERENCES currencies(code)"", ""references"": ""currencies""}, {""constraint"": ""movements_payment_method_id_fkey"", ""definition"": ""FOREIGN KEY (payment_method_id) REFERENCES payment_methods(id)"", ""references"": ""payment_methods""}, {""constraint"": ""movements_person_id_fkey"", ""definition"": ""FOREIGN KEY (person_id) REFERENCES people(id)"", ""references"": ""people""}, {""constraint"": ""movements_sector_id_fkey"", ""definition"": ""FOREIGN KEY (sector_id) REFERENCES sectors(id)"", ""references"": ""sectors""}, {""constraint"": ""movements_voided_by_fkey"", ""definition"": ""FOREIGN KEY (voided_by) REFERENCES users(id)"", ""references"": ""users""}]",1199,"DELETE por club_id, hijos FK primero"
miclub,opening_balance_batches,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""revision"", ""type"": ""integer"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""operation"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""status"", ""type"": ""text"", ""default"": ""'APPLIED'::text"", ""nullable"": ""NO""}, {""name"": ""replaces_batch_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""reconciliation_status"", ""type"": ""text"", ""default"": ""'PENDING'::text"", ""nullable"": ""NO""}, {""name"": ""idempotency_key"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""created_by"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}]","[{""constraint"": ""opening_balance_batches_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""opening_balance_batches_replaces_batch_id_fkey"", ""definition"": ""FOREIGN KEY (replaces_batch_id) REFERENCES opening_balance_batches(id)"", ""references"": ""opening_balance_batches""}]",0,"DELETE por club_id, hijos FK primero"
miclub,opening_balance_movements,UNKNOWN,"[{""name"": ""movement_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""batch_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""reverses_movement_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}]","[{""constraint"": ""opening_balance_movements_batch_id_fkey"", ""definition"": ""FOREIGN KEY (batch_id) REFERENCES opening_balance_batches(id)"", ""references"": ""opening_balance_batches""}, {""constraint"": ""opening_balance_movements_movement_id_fkey"", ""definition"": ""FOREIGN KEY (movement_id) REFERENCES movements(id)"", ""references"": ""movements""}, {""constraint"": ""opening_balance_movements_reverses_movement_id_fkey"", ""definition"": ""FOREIGN KEY (reverses_movement_id) REFERENCES movements(id)"", ""references"": ""movements""}]",0,REVISIÓN OBLIGATORIA; reset bloqueado si contiene filas
miclub,operational_balances,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""sector_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""label"", ""type"": ""text"", ""default"": ""'Saldos operativos'::text"", ""nullable"": ""NO""}, {""name"": ""amount"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""currency_code"", ""type"": ""text"", ""default"": ""'ARS'::text"", ""nullable"": ""NO""}, {""name"": ""balance_date"", ""type"": ""date"", ""default"": ""CURRENT_DATE"", ""nullable"": ""NO""}, {""name"": ""source"", ""type"": ""text"", ""default"": ""'app'::text"", ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""cutoff_date"", ""type"": ""date"", ""default"": ""CURRENT_DATE"", ""nullable"": ""NO""}, {""name"": ""liquidity"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""cash"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""bank"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""dollars"", ""type"": ""numeric"", ""default"": ""0"", ""nullable"": ""NO""}, {""name"": ""source_payload"", ""type"": ""jsonb"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""updated_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}]","[{""constraint"": ""operational_balances_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""operational_balances_currency_code_fkey"", ""definition"": ""FOREIGN KEY (currency_code) REFERENCES currencies(code)"", ""references"": ""currencies""}, {""constraint"": ""operational_balances_sector_id_fkey"", ""definition"": ""FOREIGN KEY (sector_id) REFERENCES sectors(id)"", ""references"": ""sectors""}]",37,"DELETE por club_id, hijos FK primero"
miclub,payment_allocations,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""payment_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""receivable_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}]","[{""constraint"": ""payment_allocations_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""payment_allocations_payment_id_fkey"", ""definition"": ""FOREIGN KEY (payment_id) REFERENCES payments(id) ON DELETE CASCADE"", ""references"": ""payments""}, {""constraint"": ""payment_allocations_receivable_id_fkey"", ""definition"": ""FOREIGN KEY (receivable_id) REFERENCES receivables(id)"", ""references"": ""receivables""}]",0,"DELETE por club_id, hijos FK primero"
miclub,payment_methods,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""name"", ""type"": ""text"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""is_active"", ""type"": ""boolean"", ""default"": ""true"", ""nullable"": ""NO""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}]","[{""constraint"": ""payment_methods_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}]",5,"DELETE por club_id, hijos FK primero"
miclub,payments,TENANT_DATA,"[{""name"": ""id"", ""type"": ""uuid"", ""default"": ""gen_random_uuid()"", ""nullable"": ""NO""}, {""name"": ""movement_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""person_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""payment_method_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""paid_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""amount"", ""type"": ""numeric"", ""default"": null, ""nullable"": ""NO""}, {""name"": ""currency_code"", ""type"": ""text"", ""default"": ""'ARS'::text"", ""nullable"": ""NO""}, {""name"": ""note"", ""type"": ""text"", ""default"": null, ""nullable"": ""YES""}, {""name"": ""created_at"", ""type"": ""timestamp with time zone"", ""default"": ""now()"", ""nullable"": ""NO""}, {""name"": ""club_id"", ""type"": ""uuid"", ""default"": null, ""nullable"": ""NO""}]","[{""constraint"": ""payments_club_id_fkey"", ""definition"": ""FOREIGN KEY (club_id) REFERENCES clubs(id)"", ""references"": ""clubs""}, {""constraint"": ""payments_currency_code_fkey"", ""definition"": ""FOREIGN KEY (currency_code) REFERENCES currencies(code)"", ""references"": ""currencies""}, {""constraint"": ""payments_movement_id_fkey"", ""definition"": ""FOREIGN KEY (movement_id) REFERENCES movements(id)"", ""references"": ""movements""}, {""constraint"": ""payments_payment_method_id_fkey"", ""definition"": ""FOREIGN KEY (payment_method_id) REFERENCES payment_methods(id)"", ""references"": ""payment_methods""}, {""constraint"": ""payments_person_id_fkey"", ""definition"": ""FOREIGN KEY (person_id) REFERENCES people(id)"", ""references"": ""people""}]",0,"DELETE por club_id, hijos FK primero"
